X,Y,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990
993786.458342902245931,1694032.576626865193248,03284500,"KENTUCKY RIVER AT LOCK 8 NEAR CAMP NELSON, KY",Non-ref,EastHghlnds,11434.880000,05,37.745357,-84.586607,KY,,yes,39.000000,29.000000,7.000000
1006042.309187383623794,1723969.386269968934357,03284520,"EAST HICKMAN CR AT ANDOVER VILLAGE NR CADENTOWN,KY",Non-ref,SEPlains,4.056300,05,37.997300,-84.405491,KY,,yes,12.000000,12.000000,12.000000
1002394.258608086500317,1718159.564850482158363,03284530,"EAST HICKMAN CR AT DELONG RD NR EAST HICKMAN, KY",Non-ref,SEPlains,39.031200,05,37.949801,-84.455215,KY,,yes,12.000000,12.000000,12.000000
998544.805456120753661,1715965.533749895170331,03284555,"WEST HICKMAN CR @ ASH GROVE PK NR EAST HICKMAN, KY",Non-ref,SEPlains,52.696800,05,37.934523,-84.502160,KY,,yes,12.000000,12.000000,12.000000
988737.744672500295565,1681760.602228659205139,03285000,"DIX RIVER NEAR DANVILLE, KY",Ref,SEPlains,822.340800,05,37.642023,-84.660777,KY,yes,yes,67.000000,60.000000,20.000000
980781.279285871074535,1701942.035527214407921,03286500,"KENTUCKY RIVER AT LOCK 7 AT HIGHBRIDGE, KY",Non-ref,EastHghlnds,13045.500000,05,37.829245,-84.723835,KY,,yes,17.000000,17.000000,17.000000
971072.128016144502908,1711668.4865229036659,03287000,"KENTUCKY RIVER AT LOCK 6 NEAR SALVISA, KY",Non-ref,EastHghlnds,13215.260000,05,37.925632,-84.821338,KY,,yes,84.000000,60.000000,20.000000
968607.412715661106631,1725735.756076272577047,03287250,"KENTUCKY RIVER AT LOCK 5 NEAR TYRONE, KY",Non-ref,EastHghlnds,13538.250000,05,38.052853,-84.830505,KY,,yes,6.000000,6.000000,6.000000
962247.37828130053822,1741789.69906267337501,03287500,"KENTUCKY RIVER AT LOCK 4 AT FRANKFORT, KY",Non-ref,EastHghlnds,13742.570000,05,38.201739,-84.881617,KY,,yes,81.000000,59.000000,19.000000
1005929.565833823289722,1727468.691927639767528,03287580,"N ELKHORN CR AT MAN O WAR BLVD NR CADENTOWN, KY",Non-ref,SEPlains,5.585400,05,38.028411,-84.401880,KY,,yes,10.000000,10.000000,10.000000
1004291.603342758608051,1732694.384926608763635,03287600,"N ELKHORN CR AT BRYAN STATION RD AT MONTROSE, KY",Non-ref,SEPlains,55.571400,05,38.076466,-84.413269,KY,,yes,12.000000,12.000000,12.000000
993896.441005405387841,1746010.909631752409041,03288000,"NORTH ELKHORN CREEK NEAR GEORGETOWN, KY",Non-ref,SEPlains,309.019500,05,38.205630,-84.513552,KY,,,43.000000,43.000000,9.000000
989451.817431300412863,1747040.334132067859173,03288100,"NORTH ELKHORN CREEK AT GEORGETOWN, KY",Non-ref,SEPlains,380.457900,05,38.219519,-84.562998,KY,,yes,14.000000,14.000000,14.000000
994489.936082017142326,1738524.498255014419556,03288200,"CANE RUN AT BEREA ROAD NEAR DONERAIL, KY",Non-ref,SEPlains,52.032600,05,38.138687,-84.517163,KY,,yes,10.000000,10.000000,10.000000
989462.642666357685812,1724618.992635167203844,03288500,"CAVE CREEK NEAR FORT SPRING, KY",Non-ref,SEPlains,6.001200,05,38.020911,-84.593831,KY,,,20.000000,20.000000,0.000000
986359.340508117689751,1726753.938936118036509,03289000,"SOUTH ELKHORN CREEK AT FORT SPRING, KY",Non-ref,SEPlains,61.767000,05,38.043132,-84.626332,KY,,yes,54.000000,54.000000,15.000000
992250.731500551337376,1730130.240443360060453,03289193,"WOLF RUN AT OLD FRANKFORT PIKE AT LEXINGTON, KY",Non-ref,SEPlains,25.511400,05,38.066743,-84.554385,KY,,yes,12.000000,12.000000,12.000000
988854.717859202180989,1733890.805775577202439,03289200,"TOWN BRANCH AT YARNALLTON ROAD AT YARNALLTON, KY",Non-ref,SEPlains,78.531300,05,38.103687,-84.587998,KY,,yes,12.000000,12.000000,12.000000
983422.62231048324611,1737439.031295408494771,03289300,"SOUTH ELKHORN CREEK NEAR MIDWAY, KY",Non-ref,SEPlains,267.534000,05,38.140908,-84.645222,KY,,yes,27.000000,27.000000,20.000000
967133.42798376979772,1749921.100899336859584,03289500,"ELKHORN CREEK NEAR FRANKFORT, KY",Non-ref,SEPlains,1221.268000,05,38.268683,-84.814671,KY,,yes,68.000000,56.000000,20.000000
955775.96847998292651,1751908.764837719500065,03290000,"FLAT CREEK NEAR FRANKFORT, KY",Ref,SEPlains,14.746500,05,38.298126,-84.942174,KY,,,20.000000,20.000000,0.000000
952130.3915772739565,1767375.54053923394531,03290500,"KENTUCKY RIVER AT LOCK 2 AT LOCKPORT, KY",Non-ref,SEPlains,16007.570000,05,38.438957,-84.963284,KY,,yes,80.000000,60.000000,20.000000
988858.230069413315505,1766161.958775755949318,03291000,"EAGLE CREEK AT SADIEVILLE, KY",Non-ref,SEPlains,110.977200,05,38.389517,-84.543276,KY,,,34.000000,26.000000,0.000000
960605.618514332687482,1798402.604712337255478,03291500,"EAGLE CREEK AT GLENCOE, KY",Non-ref,SEPlains,1132.828000,05,38.705065,-84.823837,KY,,yes,65.000000,48.000000,20.000000
921333.374840368749574,1813379.271647294051945,03291780,"INDIAN-KENTUCK CREEK NR CANAAN, IND.",Ref,CntlPlains,71.410500,05,38.878114,-85.257179,IN,yes,yes,40.000000,40.000000,20.000000
913726.896701156860217,1763926.546133330091834,03292460,"HARRODS CREEK NEAR LA GRANGE, KY",Ref,SEPlains,62.150400,05,38.447288,-85.409125,KY,,,26.000000,26.000000,5.000000
900527.140100706252269,1752812.711550734005868,03292470,"HARRODS CREEK AT HIGHWAY 329 NR GOSHEN, KY.",Non-ref,SEPlains,181.906200,05,38.361734,-85.574961,KY,,yes,10.000000,10.000000,10.000000
898900.573306172853336,1742955.462784784846008,03292474,"GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY",Non-ref,SEPlains,17.164800,05,38.275904,-85.606072,KY,,yes,13.000000,13.000000,13.000000
896674.516410025418736,1745812.023633328266442,03292475,"GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY",Non-ref,SEPlains,27.475200,05,38.303403,-85.628017,KY,,yes,8.000000,8.000000,8.000000
896753.917745452607051,1746854.258017374202609,03292480,"LITTLE GOOSE CREEK NEAR HARRODS CREEK, KY",Non-ref,SEPlains,14.939100,05,38.312569,-85.625795,KY,,yes,10.000000,10.000000,10.000000
891378.489831294398755,1734866.968119546771049,03292500,"SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY",Non-ref,SEPlains,45.304200,05,38.211459,-85.702461,KY,,yes,51.000000,46.000000,20.000000
888680.59843418141827,1737173.311158515512943,03292550,"S FK BEARGRASS CR AT WINTER AVE AT LOUISVILLE, KY",Non-ref,SEPlains,58.980600,05,38.234515,-85.730518,KY,,yes,10.000000,10.000000,10.000000
894321.457884971052408,1738100.450767833739519,03293000,"M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,",Non-ref,SEPlains,48.775500,05,38.237293,-85.664683,KY,,yes,64.000000,59.000000,20.000000
889686.136803698493168,1739067.663381365127861,03293500,"M FK BEARGRASS CR AT LEXINGTON RD AT LOUISVILLE,KY",Non-ref,SEPlains,65.562300,05,38.250349,-85.716629,KY,,yes,6.000000,6.000000,6.000000
889077.549442965304479,1740880.574032008647919,03293510,"BEARGRASS CREEK AT RIVER ROAD AT LOUISVILLE, KY",Non-ref,SEPlains,156.099600,05,38.267015,-85.721351,KY,,yes,0.000000,0.000000,0.000000
891356.288127135019749,1742193.120090975426137,03293530,"MUDDY FK AT MOCKINGBIRD VALLEY RD AT LOUISVILLE,KY",Non-ref,SEPlains,15.373800,05,38.276459,-85.693573,KY,,yes,6.000000,6.000000,6.000000
887393.663984265178442,1752378.995888334698975,03294000,"SILVER CREEK NEAR SELLERSBURG, IND",Non-ref,CntlPlains,489.303900,05,38.370623,-85.726352,IN,,yes,54.000000,54.000000,19.000000
877602.202449741540477,1729559.867050577886403,03294550,"MILL CREEK CUTOFF NEAR LOUISVILLE, KY",Non-ref,SEPlains,78.451200,05,38.177570,-85.866909,KY,,yes,16.000000,16.000000,15.000000
876796.549767460324802,1718264.086529619991779,03294570,"MILL CREEK AT ORELL ROAD NEAR LOUISVILLE, KY",Non-ref,SEPlains,36.855000,05,38.078126,-85.889964,KY,,yes,10.000000,10.000000,10.000000
968808.130197092075832,1692404.051152164116502,03295000,"SALT RIVER NEAR HARRODSBURG, KY",Non-ref,SEPlains,107.360100,05,37.757297,-84.873009,KY,,,21.000000,21.000000,0.000000
949405.264840587973595,1717755.255426975898445,03295400,"SALT RIVER AT GLENSBORO, KY",Non-ref,SEPlains,445.969800,05,38.002016,-85.060509,KY,,yes,20.000000,20.000000,20.000000
943474.526615929673426,1713279.361944228410721,03295500,"SALT RIVER NEAR VAN BUREN, KY",Non-ref,SEPlains,506.834100,05,37.968402,-85.134121,KY,,,44.000000,33.000000,0.000000
924745.267339917481877,1718888.324162644334137,03295890,"BRASHEARS CREEK AT TAYLORSVILLE, KY",Non-ref,SEPlains,670.705200,05,38.037008,-85.340787,KY,,yes,28.000000,28.000000,20.000000
916693.985837806714699,1719614.377680918201804,03297500,"PLUM CREEK AT WATERFORD, KY",Non-ref,SEPlains,82.710000,05,38.051452,-85.431898,KY,,,20.000000,20.000000,0.000000
899354.996650302316993,1710893.068049425259233,03297800,"CEDAR CREEK AT HWY 1442 NEAR SHEPHERDSVILLE, KY",Non-ref,SEPlains,31.391100,05,37.991110,-85.641110,KY,,yes,7.000000,7.000000,7.000000
910722.398493509041145,1745327.329196514561772,03297900,"FLOYDS FORK NEAR PEWEE VALLEY, KY",Non-ref,SEPlains,207.524700,05,38.285348,-85.467459,KY,,yes,18.000000,18.000000,18.000000
912547.140120612340979,1734597.047091776505113,03298000,"FLOYDS FORK AT FISHERVILLE, KY",Non-ref,SEPlains,358.191900,05,38.188402,-85.460235,KY,,yes,64.000000,59.000000,19.000000
904108.863796328194439,1734382.228458269499242,03298135,"CHENOWETH RUN AT RUCKRIEGAL PARKWAY, KY",Non-ref,SEPlains,14.140800,05,38.194791,-85.557181,KY,,yes,11.000000,11.000000,11.000000
905829.795281998463906,1730656.543605555780232,03298150,"CHENOWETH RUN AT GELHAUS LANE NEAR FERN CREEK, KY",Non-ref,SEPlains,29.996100,05,38.160067,-85.542180,KY,,yes,13.000000,13.000000,13.000000
905646.007283409591764,1722209.607670313678682,03298200,"FLOYDS FORK NEAR MT WASHINGTON, KY",Non-ref,SEPlains,552.722400,05,38.085340,-85.554960,KY,,yes,8.000000,8.000000,8.000000
900443.40792808693368,1720948.432492217980325,03298250,"CEDAR CREEK AT THIXTON ROAD NEAR LOUISVILLE, KY",Non-ref,SEPlains,29.229300,05,38.079232,-85.616068,KY,,yes,7.000000,7.000000,7.000000
898062.471286976360716,1721627.267588747665286,03298300,PENNSLYVANIA RUN AT MT WASHINGTON RD NR LOUISVILLE,Non-ref,SEPlains,16.020000,05,38.087566,-85.642458,KY,,yes,11.000000,11.000000,11.000000
892825.534468914847821,1709499.702300562523305,03298500,"SALT RIVER AT SHEPHERDSVILLE, KY",Non-ref,SEPlains,3098.887000,05,37.985066,-85.717459,KY,,yes,69.000000,58.000000,18.000000
899048.109715543338098,1703725.906882356852293,03298550,"LONG LICK AT CLERMONT, KY",Non-ref,SEPlains,19.918800,05,37.927841,-85.653569,KY,,yes,17.000000,17.000000,17.000000
932989.631495054461993,1658944.039318503811955,03299000,"ROLLING FORK NEAR LEBANON, KY",Ref,SEPlains,619.448400,05,37.497287,-85.323851,KY,,,54.000000,43.000000,3.000000
945839.761554463999346,1683748.570701486431062,03300000,"BEECH FORK NR SPRINGFIELD, KY",Ref,SEPlains,221.936400,05,37.704233,-85.145793,KY,,,20.000000,20.000000,0.000000
931180.429654129547998,1696585.88738136459142,03300400,"BEECH FORK AT MAUD, KY",Ref,SEPlains,1128.578000,05,37.832840,-85.296069,KY,yes,yes,37.000000,37.000000,20.000000
915620.477794303791597,1690799.758445401675999,03301000,"BEECH FORK AT BARDSTOWN, KY",Non-ref,SEPlains,1731.682000,05,37.797006,-85.480792,KY,,yes,44.000000,35.000000,10.000000
896642.041469765128568,1685361.881777265109122,03301500,"ROLLING FORK NEAR BOSTON, KY",Non-ref,SEPlains,3366.472000,05,37.767285,-85.703849,KY,,yes,71.000000,60.000000,20.000000
876996.584108902374282,1696336.531455297954381,03301700,"MILL CREEK NEAR FORT KNOX, KY",Non-ref,SEPlains,95.753690,05,37.883402,-85.914407,KY,,yes,10.000000,10.000000,10.000000
899336.915844208793715,1731695.912922497838736,03301900,"FERN CREEK AT OLD BARDSTOWN RD AT LOUISVILLE, KY",Non-ref,SEPlains,8.876700,05,38.175624,-85.615237,KY,,yes,12.000000,12.000000,12.000000
884431.599481344455853,1723780.095220790244639,03302000,"POND CREEK NEAR LOUISVILLE, KY",Non-ref,SEPlains,166.705200,05,38.119792,-85.795795,KY,,yes,65.000000,60.000000,20.000000
878665.380884858896025,1715771.018394405953586,03302030,"POND CREEK AT PENDLETON ROAD NEAR LOUISVILLE, KY",Non-ref,SEPlains,214.489800,05,38.054237,-85.871630,KY,,yes,10.000000,10.000000,10.000000
879990.051810553646646,1715192.643581761047244,03302050,"BRIER CREEK AT PENDELTON ROAD NEAR LOUISVILLE, KY",Ref,SEPlains,10.682100,05,38.047848,-85.857185,KY,,yes,10.000000,10.000000,10.000000
866467.653799386578612,1699729.949620833620429,03302110,OTTER CREEK AT OTTER CR PARK NEAR ROCK HAVEN KY.,Ref,SEPlains,255.697200,05,37.923404,-86.030521,KY,,yes,10.000000,10.000000,10.000000
859189.95498190948274,1721161.212782391346991,03302220,"BUCK CREEK NEAR NEW MIDDLETOWN, IND",Non-ref,SEPlains,169.278300,05,38.120347,-86.088024,IN,,yes,39.000000,39.000000,19.000000
870329.431176515179686,1745065.606885170564055,03302300,"LITTLE INDIAN CREEK NEAR GALENA, IND",Non-ref,SEPlains,44.762400,05,38.322011,-85.931357,IN,,,35.000000,35.000000,14.000000
855500.678957669646479,1738368.21913493797183,03302500,INDIAN CREEK AT SR 335 NEAR CORYDON IN,Non-ref,SEPlains,330.375600,05,38.276455,-86.109694,IN,,,50.000000,44.000000,4.000000
852981.509917979012243,1775168.791789157316089,03302680,"WEST FORK BLUE RIVER AT SALEM, IND.",Ref,SEPlains,49.556700,05,38.605335,-86.094422,IN,,yes,38.000000,38.000000,19.000000
846618.608657087548636,1755192.585986367426813,03302800,"BLUE RIVER AT FREDERICKSBURG, IN",Non-ref,SEPlains,731.104200,05,38.433950,-86.191645,IN,,yes,41.000000,41.000000,20.000000
845724.532976518850774,1732970.930644356645644,03303000,"BLUE RIVER NEAR WHITE CLOUD, IND",Non-ref,SEPlains,1231.501000,05,38.237566,-86.228308,IN,,yes,78.000000,60.000000,20.000000
804291.003294208319858,1717694.487361924722791,03303300,"MIDDLE FORK ANDERSON RIVER AT BRISTOW, IND.",Non-ref,SEPlains,102.823200,05,38.138946,-86.721099,IN,,yes,48.000000,48.000000,20.000000
789920.178728838334791,1713953.335427697747946,03303400,"CROOKED CREEK NEAR SANTA CLAUS, IND.",Non-ref,SEPlains,20.462400,05,38.118110,-86.889993,IN,,,34.000000,34.000000,14.000000
988165.049356720875949,1659337.170107319019735,03304500,"MCGILLS CREEK NEAR MCKINNEY, KY",Ref,SEPlains,5.588100,05,37.443967,-84.697722,KY,,,20.000000,20.000000,0.000000
983886.750210914993659,1656350.330439870245755,03305000,"GREEN RIVER NEAR MCKINNEY, KY",Non-ref,SEPlains,58.077000,05,37.422021,-84.750224,KY,,,22.000000,22.000000,0.000000
934180.072285030037165,1630101.239903547801077,03306000,"GREEN RIVER NEAR CAMPBELLSVILLE, KY",Non-ref,SEPlains,1767.161000,05,37.240341,-85.347185,KY,,,32.000000,31.000000,5.000000
920405.615728289005347,1630065.177737871184945,03306500,"GREEN RIVER AT GREENSBURG, KY",Non-ref,SEPlains,1906.271000,05,37.253671,-85.503022,KY,,yes,40.000000,30.000000,4.000000
931616.193668373744003,1616156.290385585278273,03307000,"RUSSELL CREEK NEAR COLUMBIA, KY",Non-ref,SEPlains,460.621800,05,37.119228,-85.393852,KY,,yes,70.000000,60.000000,20.000000
915091.283491957234219,1597975.058395375497639,03307500,"SOUTH FORK LITTLE BARREN RIVER AT EDMONTON, KY",Ref,SEPlains,47.439000,05,36.974223,-85.603024,KY,,,31.000000,23.000000,0.000000
886775.229114475776441,1628031.320624173618853,03308500,"GREEN RIVER AT MUNFORDVILLE, KY",Non-ref,SEPlains,4347.185000,05,37.268108,-85.886082,KY,,yes,83.000000,60.000000,20.000000
895693.316042419988662,1663745.25426023453474,03310000,"NORTH FORK NOLIN RIVER AT HODGENVILLE, KY",Non-ref,SEPlains,94.614300,05,37.576450,-85.741349,KY,,,32.000000,24.000000,0.000000
869557.992674777866341,1658074.72239959705621,03310300,"NOLIN RIVER AT WHITE MILLS, KY",Non-ref,SEPlains,925.793100,05,37.550892,-86.045245,KY,,yes,50.000000,50.000000,20.000000
875930.573626997414976,1637084.346169607713819,03310400,"BACON CREEK NEAR PRICEVILLE, KY",Ref,SEPlains,213.989400,05,37.358665,-85.998025,KY,,,35.000000,35.000000,5.000000
855084.371207173913717,1625864.395389614626765,03311000,"NOLIN RIVER AT KYROCK, KY",Non-ref,SEPlains,1832.605000,05,37.278383,-86.247473,KY,,,56.000000,45.000000,15.000000
854713.321587100741453,1617783.915680176578462,03311500,"GREEN RIVER AT LOCK 6 AT BROWNSVILLE, KY",Non-ref,SEPlains,7157.958000,05,37.206992,-86.261087,KY,,,61.000000,43.000000,3.000000
858347.296937459264882,1612306.646271576173604,03311600,"BEAVERDAM CREEK AT RHODA, KY",Ref,SEPlains,28.380600,05,37.155047,-86.226367,KY,,,22.000000,22.000000,5.000000
850620.068965409183875,1642116.380579754710197,03312000,"BEAR BRANCH NEAR LEITCHFIELD, KY",Non-ref,SEPlains,79.861500,05,37.426720,-86.279141,KY,,,22.000000,22.000000,0.000000
897854.698349563870579,1548509.819777171127498,03312259,"SALT LICK CREEK BELOW RED BOILING SPRINGS, TN",Non-ref,SEPlains,37.441800,05,36.551880,-85.857108,TN,,yes,5.000000,5.000000,5.000000
869460.380889974883758,1584169.758232403546572,03313000,"BARREN RIVER NEAR FINNEY, KY",Non-ref,SEPlains,2438.457000,05,36.895046,-86.133873,KY,,,43.000000,35.000000,5.000000
865667.28303697204683,1567223.461132167838514,03313500,"WEST BAYS FORK AT SCOTTSVILLE, KY",Non-ref,SEPlains,19.454400,05,36.748100,-86.196376,KY,,,22.000000,22.000000,0.000000
834626.701337974867783,1561284.168871090747416,03313700,"WEST FORK DRAKES CREEK NEAR FRANKLIN, KY",Non-ref,SEPlains,285.930900,05,36.723374,-86.552217,KY,,yes,38.000000,38.000000,18.000000
847794.29065889341291,1581971.533347642049193,03314000,"DRAKES CREEK NEAR ALVATON, KY",Non-ref,SEPlains,1219.457000,05,36.895320,-86.380546,KY,,yes,31.000000,22.000000,0.000000
842186.156448877649382,1593322.385768461041152,03314500,"BARREN RIVER AT BOWLING GREEN, KY",Non-ref,SEPlains,4767.762000,05,37.001153,-86.430824,KY,,yes,63.000000,52.000000,12.000000
822717.31118388462346,1611771.654036425985396,03315500,"GREEN RIVER AT LOCK 4 AT WOODBURY, KY",Non-ref,SEPlains,13996.770000,05,37.182268,-86.629988,KY,,,56.000000,44.000000,4.000000
791406.815963689005002,1617926.479334524832666,03316500,"GREEN RIVER AT PARADISE, KY",Non-ref,SEPlains,16017.380000,05,37.263932,-86.977773,KY,,yes,50.000000,40.000000,18.000000
825073.725186303141527,1657804.336905047297478,03318500,"ROUGH RIVER AT FALLS OF ROUGH, KY",Non-ref,SEPlains,1304.149000,05,37.588943,-86.551371,KY,,,46.000000,45.000000,5.000000
817382.123655020259321,1642963.3455079998821,03318800,"CANEY CREEK NEAR HORSE BRANCH, KY",Ref,SEPlains,303.574500,05,37.463940,-86.655542,KY,,,36.000000,36.000000,3.000000
810704.138782277936116,1651722.455250455066562,03319000,"ROUGH RIVER NEAR DUNDEE, KY",Non-ref,SEPlains,1957.549000,05,37.547551,-86.721655,KY,,yes,54.000000,45.000000,5.000000
763603.826830460224301,1645712.001310830004513,03320000,"GREEN RIVER AT LOCK 2 AT CALHOUN, KY",Non-ref,SEPlains,19591.380000,05,37.533935,-87.263887,KY,,yes,79.000000,60.000000,20.000000
762969.420504945097491,1599326.224552340805531,03320500,"POND RIVER NEAR APEX, KY",Non-ref,SEPlains,502.715700,05,37.122265,-87.319443,KY,,yes,69.000000,60.000000,20.000000
734970.199967670021579,1696006.380165264010429,03322100,"PIGEON CREEK AT EVANSVILLE, IND.",Non-ref,SEPlains,836.854200,05,38.003931,-87.538626,IN,,,22.000000,22.000000,0.000000
937924.000117364223115,2005474.208157767541707,03322500,"WABASH RIVER NEAR NEW CORYDON, IND",Non-ref,CntlPlains,798.622200,05,40.563935,-84.802741,IN,,,37.000000,37.000000,0.000000
917554.9661026049871,2013488.168535345233977,03322900,"WABASH RIVER AT LINN GROVE, IN",Non-ref,CntlPlains,1293.521000,05,40.656157,-85.032747,IN,,yes,45.000000,45.000000,20.000000
907982.14408655767329,2020495.064402398653328,03322985,"WABASH RIVER NEAR BLUFFTON, IN",Non-ref,CntlPlains,1436.337000,05,40.728102,-85.136637,IN,,yes,8.000000,8.000000,8.000000
904873.045512994169258,2021673.113449180498719,03323000,"WABASH RIVER AT BLUFFTON, IND",Non-ref,CntlPlains,1498.857000,05,40.741713,-85.171915,IN,,,41.000000,22.000000,0.000000
876326.531547489343211,2031291.139728495851159,03323500,WABASH RIVER AT HUNTINGTON IND,Non-ref,CntlPlains,1987.008000,05,40.855601,-85.498031,IN,,,50.000000,50.000000,12.000000
883365.038625897141173,2037521.780496590770781,03324000,"LITTLE RIVER NEAR HUNTINGTON, IND",Non-ref,CntlPlains,682.677900,05,40.903935,-85.406086,IN,,yes,64.000000,59.000000,19.000000
919989.385128102498129,1988022.94355240277946,03324200,"SALAMONIE RIVER AT PORTLAND, IND.",Non-ref,CntlPlains,222.575400,05,40.427823,-85.038858,IN,,,34.000000,34.000000,4.000000
881794.458551741670817,2015779.171196496114135,03324300,"SALAMONIE RIVER NEAR WARREN, IND.",Non-ref,CntlPlains,1088.451000,05,40.712545,-85.453585,IN,,yes,51.000000,51.000000,19.000000
861413.420461189234629,2024706.293532961048186,03324500,"SALAMONIE RIVER AT DORA, IND.",Non-ref,CntlPlains,1440.648000,05,40.811711,-85.683870,IN,,,78.000000,53.000000,13.000000
850317.718816371052526,2021158.247989876195788,03325000,"WABASH RIVER AT WABASH, IND.",Non-ref,CntlPlains,4696.833000,05,40.790877,-85.820263,IN,,yes,85.000000,60.000000,20.000000
925778.842611883650534,1972029.008262707851827,03325500,"MISSISSINEWA RIVER NEAR RIDGEVILLE, IND.",Non-ref,CntlPlains,345.310200,05,40.280044,-84.992468,IN,,yes,61.000000,58.000000,18.000000
893964.735281366039999,1984424.621099279262125,03326070,"BIG LICK CREEK NEAR HARTFORD CITY, IND.",Non-ref,CntlPlains,75.568500,05,40.422265,-85.351083,IN,,,32.000000,32.000000,14.000000
866262.096899945405312,1998727.466631975024939,03326500,"MISSISSINEWA RIVER AT MARION, IND.",Non-ref,CntlPlains,1769.698000,05,40.576430,-85.659978,IN,,yes,84.000000,59.000000,19.000000
839695.553902942338027,2012421.037901483476162,03327000,"MISSISSINEWA RIVER AT PEORIA, IND.",Non-ref,CntlPlains,2096.787000,05,40.723375,-85.957489,IN,,,49.000000,49.000000,12.000000
827941.066209182492457,2013403.868545376695693,03327500,"WABASH RIVER AT PERU, IND.",Non-ref,CntlPlains,7079.218000,05,40.743097,-86.095826,IN,,yes,66.000000,60.000000,20.000000
828834.884183066664264,2005082.769829564727843,03327520,"PIPE CREEK NEAR BUNKER HILL, IND.",Ref,CntlPlains,410.563800,05,40.668374,-86.095548,IN,,,35.000000,35.000000,14.000000
851113.200468582683243,2044114.570022244006395,03328000,"EEL RIVER AT NORTH MANCHESTER, IND.",Non-ref,CntlPlains,1086.362000,05,40.993934,-85.781375,IN,,yes,79.000000,60.000000,20.000000
823440.160047289100476,2031668.990234554745257,03328430,"WEESAU CREEK NEAR DEEDSVILLE, IND",Non-ref,CntlPlains,23.497200,05,40.909486,-86.126662,IN,,,31.000000,31.000000,12.000000
813496.296470897621475,2016284.457934672012925,03328500,"EEL RIVER NEAR LOGANSPORT, IN",Non-ref,CntlPlains,2044.046000,05,40.781985,-86.263886,IN,,yes,66.000000,60.000000,20.000000
804438.491156086907722,2011355.895662103779614,03329000,"WABASH RIVER AT LOGANSPORT, IND.",Non-ref,CntlPlains,9911.670000,05,40.746429,-86.377500,IN,,yes,86.000000,60.000000,20.000000
778186.974854170111939,2004950.07414685562253,03329400,"RATTLESNAKE CREEK NEAR PATTON, IND.",Non-ref,CntlPlains,19.348200,05,40.712817,-86.696954,IN,,,25.000000,25.000000,4.000000
779409.134225970949046,1991314.742824391461909,03329500,"WABASH RIVER AT DELPHI, IND.",Non-ref,CntlPlains,10669.790000,05,40.590593,-86.698340,IN,,,31.000000,22.000000,0.000000
785838.960758344852366,1991917.464857527986169,03329700,"DEER CREEK NEAR DELPHI, IND.",Non-ref,CntlPlains,713.908800,05,40.590315,-86.621393,IN,,yes,65.000000,60.000000,20.000000
854605.556752716889605,2080780.447499825619161,03330241,"TIPPECANOE RIVER AT NORTH WEBSTER, IN",Non-ref,CntlPlains,127.859400,05,41.316157,-85.692209,IN,,yes,22.000000,22.000000,19.000000
846545.518819672171958,2080407.329028941690922,03330500,"TIPPECANOE RIVER AT OSWEGO, IND.",Non-ref,CntlPlains,293.175000,05,41.320601,-85.789156,IN,,yes,59.000000,59.000000,19.000000
841271.905961358221248,2066798.64235436078161,03331110,"WALNUT CREEK NEAR WARSAW, IND.",Non-ref,CntlPlains,51.366600,05,41.204767,-85.869714,IN,,,34.000000,34.000000,14.000000
784369.952934790402651,2055573.454106748104095,03331500,"TIPPECANOE RIVER NEAR ORA, IN",Non-ref,CntlPlains,2217.979000,05,41.157264,-86.563621,IN,,yes,65.000000,59.000000,19.000000
782612.911108277388848,2043303.17286863643676,03331753,"TIPPECANOE RIVER AT WINAMAC, IN",Non-ref,CntlPlains,2440.333000,05,41.049763,-86.599176,IN,,yes,8.000000,8.000000,8.000000
772198.065056631108746,2011928.569261413067579,03332500,"TIPPECANOE RIVER NEAR MONTICELLO, IND.",Non-ref,CntlPlains,4484.036000,05,40.780039,-86.760012,IN,,,50.000000,32.000000,0.000000
773898.516678113839589,1993776.632793723605573,03333000,"TIPPECANOE RIVER NEAR DELPHI, IND.",Non-ref,CntlPlains,4827.272000,05,40.617260,-86.760843,IN,,,48.000000,38.000000,0.000000
773386.566720574279316,1991100.801615245640278,03333050,"TIPPECANOE RIVER NEAR DELPHI, IN",Non-ref,CntlPlains,4840.070000,05,40.593926,-86.770009,IN,,yes,22.000000,22.000000,19.000000
846256.063582493108697,1981359.774413987994194,03333450,"WILDCAT CREEK NEAR JEROME, IN",Non-ref,CntlPlains,384.609600,05,40.441427,-85.918874,IN,,yes,48.000000,48.000000,20.000000
832040.469924180884846,1979827.626122023910284,03333600,"KOKOMO CREEK NEAR KOKOMO, IND.",Non-ref,CntlPlains,56.520000,05,40.441149,-86.088879,IN,,yes,49.000000,49.000000,19.000000
825974.319663496222347,1982823.921873524785042,03333700,"WILDCAT CREEK AT KOKOMO, IND.",Non-ref,CntlPlains,624.389400,05,40.473371,-86.156937,IN,,yes,53.000000,53.000000,19.000000
